id,hotel name,hotel_name-href,address_street,address_district,address_zip,address_country,number_reviews,rating,check-in from,check-out until,check-in until,check-out from,stars,Family rooms,Non-smoking rooms
168,La Voliera,"https://www.booking.com/hotel/it/la-voliera-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=12191128b16f0155&sr_order=hpe&ucfs=1&srpvid=12191128b16f0155&srepoch=1540520786&room1=A,A&hpos=6&hapos=351&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X351&from=searchresults;highlight_room=#hotelTmpl",27 Via Giuseppe Belluzzo,Gianicolense,00149 Rome,Italy,118,8.8,14:00,null,21:00,10:00,,TRUE,FALSE
169,Holiday home  Saint Peter’s Parlor,"https://www.booking.com/hotel/it/saint-peters-parlor.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=88da127c88730042&sr_order=hpe&ucfs=1&srpvid=88da127c88730042&srepoch=1540521466&room1=A,A&hpos=15&hapos=210&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X210&from=searchresults;highlight_room=#hotelTmpl",Carlo Pascal 33,Aurelio,00167 Rome,Italy,7,9.8,15:00,10:00,18:00,7:00,,FALSE,TRUE
170,Heart of Rome Rooms,"https://www.booking.com/hotel/it/heart-of-rome-b.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0ec2ecd90071&sr_order=hpe&ucfs=1&srpvid=67fb0ec2ecd90071&srepoch=1540519557&room1=A,A&hpos=6&hapos=621&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X621&from=searchresults;highlight_room=#hotelTmpl",Piazza Pio XI 78,Aurelio,00165 Rome,Italy,47,8.7,11:30,11:00,20:30,7:30,,TRUE,TRUE
171,Larisarooms,"https://www.booking.com/hotel/it/larisarooms.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=baa30bd321ba0181&sr_order=hpe&ucfs=1&srpvid=baa30bd321ba0181&srepoch=1540518055&room1=A,A&hpos=3&hapos=948&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X948&from=searchresults;highlight_room=#hotelTmpl",via principe amedeo n.96,Central Station,00185 Rome,Italy,189,8.1,10:30,null,0:00,10:00,,FALSE,TRUE
172,Hotel Euro Quiris,"https://www.booking.com/hotel/it/hoteleuroquiris.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=704b0cc0251101c3&sr_order=hpe&ucfs=1&srpvid=704b0cc0251101c3&srepoch=1540518530&room1=A,A&hpos=4&hapos=844&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X844&from=searchresults;highlight_room=#hotelTmpl",Via Dei Mille 64,Central Station,00185 Rome,Italy,216,7.7,13:00,null,0:00,10:30,1,TRUE,TRUE
173,Chroma Italy - Chroma Deka,"https://www.booking.com/hotel/it/chroma-italy-chroma-deka.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=6e7b0f47386a0055&sr_order=hpe&ucfs=1&srpvid=6e7b0f47386a0055&srepoch=1540519823&room1=A,A&hpos=1&hapos=556&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X556&from=searchresults;highlight_room=#hotelTmpl",104 Via Montebello,Central Station,00185 Rome,Italy,,,14:00,null,22:00,11:00,,FALSE,TRUE
174,La Casa Di Cesare,"https://www.booking.com/hotel/it/la-casa-di-cesare.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=6e7b0f47386a0055&sr_order=hpe&ucfs=1&srpvid=6e7b0f47386a0055&srepoch=1540519823&room1=A,A&hpos=9&hapos=564&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X564&from=searchresults;highlight_room=#hotelTmpl",Via Gregorio VII 58,Vatican City - Prati,00165 Rome,Italy,353,9.4,12:00,10:00,21:00,6:30,,FALSE,TRUE
175,Apartment  Divine Terrace Apartment,"https://www.booking.com/hotel/it/divine-terrace-apartment.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=12191128b16f0155&sr_order=hpe&ucfs=1&srpvid=12191128b16f0155&srepoch=1540520786&room1=A,A&hpos=9&hapos=354&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X354&from=searchresults;highlight_room=#hotelTmpl",Vicolo del Farinone 24,Vatican City - Prati,00193 Rome,Italy,30,8.8,15:00,null,22:00,10:00,,TRUE,TRUE
176,Roma Palace Inn,"https://www.booking.com/hotel/it/roma-palace-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0e7eefab001e&sr_order=hpe&ucfs=1&srpvid=67fb0e7eefab001e&srepoch=1540519422&room1=A,A&hpos=11&hapos=656&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X656&from=searchresults;highlight_room=#hotelTmpl",Via Carlo cattaneo 31,Central Station,00185 Rome,Italy,396,5.8,13:00,10:30,23:00,4:00,,TRUE,TRUE
177,Beb la lupa,"https://www.booking.com/hotel/it/beb-la-lupa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=45d80d0785440044&sr_order=hpe&ucfs=1&srpvid=45d80d0785440044&srepoch=1540518671&room1=A,A&hpos=14&hapos=824&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X824&from=searchresults;highlight_room=#hotelTmpl",via raffaele filamondo 16,Trionfale,00135 Rome,Italy,13,9.6,14:00,10:30,20:00,8:00,,TRUE,TRUE
178,Apartment  Da Manolo A Torrevecchia,"https://www.booking.com/hotel/it/da-lorenzo-a-torrevecchia.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=cd2f0db08d080390&sr_order=hpe&ucfs=1&srpvid=cd2f0db08d080390&srepoch=1540519009&room1=A,A&hpos=15&hapos=750&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X750&from=searchresults;highlight_room=#hotelTmpl",Via Giovanni Stefano Bonacossa 15,Trionfale,00168 Rome,Italy,40,8,13:00,10:00,15:00,7:00,,FALSE,TRUE
179,St. Peter's In Colors Guest House,"https://www.booking.com/hotel/it/st-peter-39-s-in-colors.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=dea70fd3685e02a9&sr_order=hpe&ucfs=1&srpvid=dea70fd3685e02a9&srepoch=1540520103&room1=A,A&hpos=14&hapos=509&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X509&from=searchresults;highlight_room=#hotelTmpl",Via Leone IV 38,Vatican City - Prati,00192 Rome,Italy,101,9.2,14:00,10:00,21:00,9:00,,TRUE,TRUE
180,Guest House Roma,"https://www.booking.com/hotel/it/guest-house-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=597e0d4b58730121&sr_order=hpe&ucfs=1&srpvid=597e0d4b58730121&srepoch=1540518807&room1=A,A&hpos=10&hapos=790&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X790&from=searchresults;highlight_room=#hotelTmpl",Viale Leonardo da Vinci 75 (5B Int. 4),Eur & Garbatella,00145 Rome,Italy,186,8.3,12:00,null,20:00,11:00,,FALSE,FALSE
181,Ostiense Suites,"https://www.booking.com/hotel/it/ostiense-suites.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e8b61106a6510105&sr_order=hpe&ucfs=1&srpvid=e8b61106a6510105&srepoch=1540520718&room1=A,A&hpos=9&hapos=369&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X369&from=searchresults;highlight_room=#hotelTmpl",Via Pellegrino Matteucci 118,primo piano,00154 Rome,Italy,12,8,16:00,10:30,0:00,0:00,,TRUE,TRUE
182,Alessandro Downtown Hostel,"https://www.booking.com/hotel/it/alessandro-downtown-hostel.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=668c0df5851602e2&sr_order=hpe&ucfs=1&srpvid=668c0df5851602e2&srepoch=1540519148&room1=A,A&hpos=11&hapos=716&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X716&from=searchresults;highlight_room=#hotelTmpl",Via Carlo Cattaneo 23,Central Station,00185 Rome,Italy,2001,7.9,15:00,null,null,10:00,,TRUE,TRUE
183,Apartments  Modern Loft Apartment,"https://www.booking.com/hotel/it/modern-loft-apartment.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=c7fd0c17e940016a&sr_order=hpe&ucfs=1&srpvid=c7fd0c17e940016a&srepoch=1540518192&room1=A,A&hpos=11&hapos=926&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X926&from=searchresults;highlight_room=#hotelTmpl",Via Giuseppe Gregoraci 99,null,00173 Rome,Italy,182,7.5,15:00,10:30,20:00,5:00,,TRUE,TRUE
184,Apartment  Pineta Apartment,"https://www.booking.com/hotel/it/pineta-apartment.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=668c0df5851602e2&sr_order=hpe&ucfs=1&srpvid=668c0df5851602e2&srepoch=1540519148&room1=A,A&hpos=15&hapos=720&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X720&from=searchresults;highlight_room=#hotelTmpl",Via della Pineta Sacchetti 229,Trionfale,00168 Rome,Italy,115,8.5,15:00,null,20:00,10:00,,TRUE,FALSE
185,Le Stanze del Papa,"https://www.booking.com/hotel/it/le-stanze-del-papa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=df680dd3d72b0365&sr_order=hpe&ucfs=1&srpvid=df680dd3d72b0365&srepoch=1540519079&room1=A,A&hpos=12&hapos=732&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X732&from=searchresults;highlight_room=#hotelTmpl",Viale delle Milizie 19,Vatican City - Prati,00192 Rome,Italy,245,9.6,12:00,null,15:00,10:00,,FALSE,TRUE
186,Apartments  Residence St. Joannes,"https://www.booking.com/hotel/it/residence-st-joannes.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=d5c913087bb100de&sr_order=hpe&ucfs=1&srpvid=d5c913087bb100de&srepoch=1540521745&room1=A,A&hpos=7&hapos=142&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X142&from=searchresults;highlight_room=#hotelTmpl",Via  Appia Nuova 41,San Giovanni,00183 Rome,Italy,36,7.6,17:00,11:00,23:00,7:00,,TRUE,TRUE
187,Apartments  Mariashouse,"https://www.booking.com/hotel/it/mariashouse.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e8b61106a6510105&sr_order=hpe&ucfs=1&srpvid=e8b61106a6510105&srepoch=1540520718&room1=A,A&hpos=4&hapos=364&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X364&from=searchresults;highlight_room=#hotelTmpl",VIA AURELIA 567,Aurelio,00165 Rome,Italy,,,15:30,10:30,0:00,7:30,,FALSE,FALSE
188,the green room,"https://www.booking.com/hotel/it/the-green-room-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=597e0d4b58730121&sr_order=hpe&ucfs=1&srpvid=597e0d4b58730121&srepoch=1540518807&room1=A,A&hpos=13&hapos=793&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X793&from=searchresults;highlight_room=#hotelTmpl",Via Lodovico Jacobini 2 a4,Trionfale,00168 Rome,Italy,,,12:00,null,23:00,10:00,,TRUE,TRUE
189,Guesthouse Sleeping Beauty,"https://www.booking.com/hotel/it/sleeping-beauty.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=9d48107d9d6c000a&sr_order=hpe&ucfs=1&srpvid=9d48107d9d6c000a&srepoch=1540520444&room1=A,A&hpos=11&hapos=431&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X431&from=searchresults;highlight_room=#hotelTmpl",Via Carlo Felice 89,San Giovanni,00185 Rome,Italy,228,9.2,14:00,11:00,20:00,5:00,,FALSE,TRUE
190,Apartment  TiburNest,"https://www.booking.com/hotel/it/tiburnest.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e5620f8b90c501cd&sr_order=hpe&ucfs=1&srpvid=e5620f8b90c501cd&srepoch=1540519958&room1=A,A&hpos=4&hapos=529&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X529&from=searchresults;highlight_room=#hotelTmpl",27 Via Cesare Algranati,Tiburtino,00157 Rome,Italy,,,14:00,10:00,20:00,0:00,,TRUE,FALSE
191,Rome Inn Vatican View Rooms,"https://www.booking.com/hotel/it/rome-inn-vatican-view-rooms.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=d6450e3abab901bd&sr_order=hpe&ucfs=1&srpvid=d6450e3abab901bd&srepoch=1540519285&room1=A,A&hpos=7&hapos=682&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X682&from=searchresults;highlight_room=#hotelTmpl",Via Giorgio Scalia  4,null,00136 Rome,Italy,87,8,13:00,11:00,19:00,10:00,,TRUE,FALSE
192,Roma Hotel Srls,"https://www.booking.com/hotel/it/roma-srls.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=a731105c9cbb0188&sr_order=hpe&ucfs=1&srpvid=a731105c9cbb0188&srepoch=1540520377&room1=A,A&hpos=13&hapos=448&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X448&from=searchresults;highlight_room=#hotelTmpl",Via Nino Bixio 48,Central Station,00185 Rome,Italy,173,7.1,13:00,11:00,23:00,10:00,,FALSE,TRUE
193,Hotel Moscatello,"https://www.booking.com/hotel/it/moscatello.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=1f4d0c7d290000ba&sr_order=hpe&ucfs=1&srpvid=1f4d0c7d290000ba&srepoch=1540518395&room1=A,A&hpos=2&hapos=872&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X872&from=searchresults;highlight_room=#hotelTmpl",Via Principe Eugenio 51,Central Station,00185 Rome,Italy,121,8.1,14:00,11:00,21:00,8:00,2,FALSE,TRUE
194,SPAZIO 66 GUEST HOUSE,"https://www.booking.com/hotel/it/spazio-66-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=0d9f109ee23400e3&sr_order=hpe&ucfs=1&srpvid=0d9f109ee23400e3&srepoch=1540520510&room1=A,A&hpos=9&hapos=414&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X414&from=searchresults;highlight_room=#hotelTmpl",66 Via Germanico,Vatican City - Prati,00192 Rome,Italy,,,12:00,11:00,20:00,7:30,,FALSE,TRUE
195,La Casa Di Antonia,"https://www.booking.com/hotel/it/la-casa-di-antonia-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=fe3f0d8e5c5a0112&sr_order=hpe&ucfs=1&srpvid=fe3f0d8e5c5a0112&srepoch=1540518941&room1=A,A&hpos=9&hapos=759&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X759&from=searchresults;highlight_room=#hotelTmpl",Via Cesare Pascarella 12,Trastevere,00153 Rome,Italy,138,9,12:00,10:00,16:00,8:00,,FALSE,TRUE
196,Funny Holiday,"https://www.booking.com/hotel/it/funny-holiday.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=3f210e5c412b0209&sr_order=hpe&ucfs=1&srpvid=3f210e5c412b0209&srepoch=1540519353&room1=A,A&hpos=2&hapos=662&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X662&from=searchresults;highlight_room=#hotelTmpl",Via Varese 31,Central Station,00185 Rome,Italy,8,7.1,12:00,10:00,23:00,7:30,,TRUE,FALSE
197,Salotto Vaticano B&B,"https://www.booking.com/hotel/it/salotto-vaticano-b-amp-b.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=704b0cc0251101c3&sr_order=hpe&ucfs=1&srpvid=704b0cc0251101c3&srepoch=1540518530&room1=A,A&hpos=8&hapos=848&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X848&from=searchresults;highlight_room=#hotelTmpl",Via Aurelia 46,Vatican City - Prati,00165 Rome,Italy,168,7.4,12:00,10:00,18:00,4:30,,FALSE,TRUE
198,B&B Rome Terminal House,"https://www.booking.com/hotel/it/b-amp-b-termini.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=9d48107d9d6c000a&sr_order=hpe&ucfs=1&srpvid=9d48107d9d6c000a&srepoch=1540520444&room1=A,A&hpos=15&hapos=435&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X435&from=searchresults;highlight_room=#hotelTmpl",Via del Castro Pretorio 24 - int. 2/3,Central Station,00185 Rome,Italy,352,6.4,13:00,null,0:00,11:00,,TRUE,FALSE
199,Apartment  Baullari House - Campo de' Fiori,"https://www.booking.com/hotel/it/baullari-house-campo-de-39-fiori.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=dea70fd3685e02a9&sr_order=hpe&ucfs=1&srpvid=dea70fd3685e02a9&srepoch=1540520103&room1=A,A&hpos=2&hapos=497&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X497&from=searchresults;highlight_room=#hotelTmpl",Via de' Baullari  138,null,00186 Rome,Italy,14,8.6,15:00,null,null,11:00,,FALSE,FALSE
200,Renting Rooms,"https://www.booking.com/hotel/it/renting-rooms.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=6e7b0f47386a0055&sr_order=hpe&ucfs=1&srpvid=6e7b0f47386a0055&srepoch=1540519823&room1=A,A&hpos=4&hapos=559&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X559&from=searchresults;highlight_room=#hotelTmpl",46 Via Alfredo Cappellini,Central Station,00185 Rome,Italy,101,6.1,14:00,10:30,22:00,10:00,,TRUE,TRUE
201,Apartment  sandro roma,"https://www.booking.com/hotel/it/sandro-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e5620f8b90c501cd&sr_order=hpe&ucfs=1&srpvid=e5620f8b90c501cd&srepoch=1540519958&room1=A,A&hpos=12&hapos=537&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X537&from=searchresults;highlight_room=#hotelTmpl",via cossignano,null,00138 Rome,Italy,5,9.8,16:30,12:00,22:00,10:00,,FALSE,TRUE
202,Eat&Sleep,"https://www.booking.com/hotel/it/eat-amp-sleep.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e5620f8b90c501cd&sr_order=hpe&ucfs=1&srpvid=e5620f8b90c501cd&srepoch=1540519958&room1=A,A&hpos=13&hapos=538&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X538&from=searchresults;highlight_room=#hotelTmpl",Largo Bernardino da Feltre 1,Trastevere,00153 Rome,Italy,82,9.1,13:00,null,15:00,12:00,,FALSE,TRUE
203,Hotel Virginia,"https://www.booking.com/hotel/it/hotelvirginiaroma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=2c4511b17d1300a9&sr_order=hpe&ucfs=1&srpvid=2c4511b17d1300a9&srepoch=1540521059&room1=A,A&hpos=12&hapos=297&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X297&from=searchresults;highlight_room=#hotelTmpl",Via Montebello 94,Central Station,00185 Rome,Italy,828,7.4,13:00,null,null,10:00,2,TRUE,TRUE
204,Residenza Laterano,"https://www.booking.com/hotel/it/residenza-laterano.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=1f4d0c7d290000ba&sr_order=hpe&ucfs=1&srpvid=1f4d0c7d290000ba&srepoch=1540518395&room1=A,A&hpos=7&hapos=877&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X877&from=searchresults;highlight_room=#hotelTmpl",Via Emanuele Filiberto 166,Central Station,00185 Rome,Italy,411,8,11:00,null,19:00,10:30,,FALSE,TRUE
205,Le Charme House 2,"https://www.booking.com/hotel/it/le-charme-house-2.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=ca720d2aa884026c&sr_order=hpe&ucfs=1&srpvid=ca720d2aa884026c&srepoch=1540518741&room1=A,A&hpos=8&hapos=803&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X803&from=searchresults;highlight_room=#hotelTmpl",Via Principe Amedeo 331,Central Station,00185 Rome,Italy,263,6.3,14:00,10:30,22:30,0:00,,FALSE,TRUE
